date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-08-19,Ahmedabad,51.78,85.37,28.96,8.95,1.85,16.81,140.94
2025-08-20,Ahmedabad,50.13,94.33,43.81,12.94,0.83,28.68,136.83
2025-08-21,Ahmedabad,42.95,105.8,29.07,11.51,2.58,23.02,118.88
2025-08-22,Ahmedabad,45.35,97.12,25.04,14.75,1.69,16.44,124.88
2025-08-23,Ahmedabad,37.06,100.0,43.34,6.95,2.01,22.16,104.15
2025-08-24,Ahmedabad,35.04,86.3,47.88,6.24,1.27,27.89,99.23
2025-08-25,Ahmedabad,52.48,84.82,44.24,13.44,1.69,18.51,142.71
2025-08-26,Ahmedabad,41.98,103.19,24.53,14.38,2.24,21.14,116.46
2025-08-27,Ahmedabad,52.67,122.38,51.19,15.07,0.87,20.42,143.16
2025-08-28,Ahmedabad,53.76,87.87,49.26,15.29,1.23,21.05,145.91
2025-08-29,Ahmedabad,39.09,94.31,33.46,13.26,1.2,6.77,109.23
2025-08-30,Ahmedabad,30.96,80.29,31.04,10.96,1.13,14.93,90.51
2025-08-31,Ahmedabad,40.32,80.32,32.88,8.61,1.84,16.29,112.31
2025-09-01,Ahmedabad,43.41,86.84,41.56,9.94,1.98,15.58,120.01
2025-09-02,Ahmedabad,49.06,88.73,26.4,10.2,2.25,17.16,134.15
2025-09-03,Ahmedabad,47.14,72.67,23.81,8.04,1.38,20.0,129.34
2025-09-04,Ahmedabad,45.97,65.95,30.45,11.91,1.02,20.49,126.43
2025-09-05,Ahmedabad,52.56,83.83,38.58,5.84,1.92,24.59,142.9
2025-09-06,Ahmedabad,48.11,119.78,32.04,8.55,2.11,33.24,131.78
2025-09-07,Ahmedabad,39.6,95.64,43.34,10.17,1.8,26.84,110.5
2025-09-08,Ahmedabad,41.72,107.06,35.35,6.75,1.16,18.51,115.81
2025-09-09,Ahmedabad,58.89,117.05,41.16,11.72,1.73,23.92,153.67
2025-09-10,Ahmedabad,51.87,106.23,23.24,8.03,1.15,28.78,141.18
2025-09-11,Ahmedabad,70.11,75.11,48.89,10.66,1.97,25.4,165.48
2025-09-12,Ahmedabad,66.52,103.86,24.95,10.08,1.77,20.92,161.71
2025-09-13,Ahmedabad,55.84,96.77,30.5,7.14,1.4,23.23,150.47
2025-09-14,Ahmedabad,24.67,82.74,19.35,8.55,2.04,14.87,77.08
2025-09-15,Ahmedabad,55.35,153.58,46.02,10.8,1.9,14.08,149.87
2025-09-16,Ahmedabad,30.55,100.8,39.78,13.68,1.33,23.12,89.65
2025-09-17,Ahmedabad,50.7,96.39,34.88,7.84,1.67,23.66,138.25
2025-09-18,Ahmedabad,42.3,110.85,43.13,12.43,1.14,23.0,117.25
2025-09-19,Ahmedabad,37.12,100.19,28.14,14.23,1.87,29.17,104.31
2025-09-20,Ahmedabad,62.7,95.33,32.91,15.63,1.49,14.03,157.69
2025-09-21,Ahmedabad,61.07,102.35,48.03,11.13,1.55,31.6,155.97
2025-09-22,Ahmedabad,31.53,89.05,29.42,3.81,1.91,19.21,91.74
2025-09-23,Ahmedabad,60.32,107.8,40.99,9.03,1.25,22.81,155.18
2025-09-24,Ahmedabad,60.87,99.57,30.87,6.8,1.64,18.66,155.76
2025-09-25,Ahmedabad,47.99,94.3,31.9,11.28,1.78,33.86,131.47
2025-09-26,Ahmedabad,60.22,134.17,30.79,5.6,1.55,27.44,155.08
2025-09-27,Ahmedabad,57.93,124.13,15.48,14.16,1.69,12.8,152.66
2025-09-28,Ahmedabad,58.92,104.39,39.57,13.4,1.73,13.18,153.71
2025-07-01,Jaipur,38.37,49.9,34.53,12.99,0.82,18.68,107.43
2025-07-02,Jaipur,29.97,73.74,32.83,7.47,1.58,29.03,88.39
2025-07-03,Jaipur,55.56,62.77,41.68,13.2,1.94,21.61,150.17
2025-07-04,Jaipur,33.23,65.3,21.65,8.84,1.66,30.45,95.37
2025-07-05,Jaipur,36.45,84.31,29.79,6.89,1.61,24.99,102.61
2025-07-06,Jaipur,42.16,89.68,34.04,10.62,0.98,27.88,116.89
2025-07-07,Jaipur,42.94,73.2,30.9,9.83,1.75,16.25,118.85
2025-07-08,Jaipur,57.58,84.81,26.28,7.19,0.92,11.91,152.3
2025-07-09,Jaipur,49.63,123.45,16.71,5.95,1.62,22.32,135.58
2025-07-10,Jaipur,51.95,82.78,26.11,8.12,0.37,16.04,141.38
2025-07-11,Jaipur,54.1,109.54,42.21,10.12,0.42,18.62,146.75
2025-07-12,Jaipur,55.92,114.64,40.2,8.09,0.8,22.19,150.55
2025-07-13,Jaipur,42.43,116.33,32.36,8.85,1.35,24.69,117.57
2025-07-14,Jaipur,49.37,70.13,22.08,12.91,0.66,32.62,134.93
2025-07-15,Jaipur,18.39,72.26,38.03,8.8,0.79,24.75,63.65
2025-07-16,Jaipur,41.66,78.99,24.93,8.7,1.09,37.48,115.65
2025-07-17,Jaipur,36.4,73.63,24.33,14.13,0.66,24.67,102.49
2025-07-18,Jaipur,39.44,56.78,24.32,9.75,0.97,24.23,110.1
2025-07-19,Jaipur,65.32,91.3,20.01,6.26,1.21,20.35,160.44
2025-07-20,Jaipur,42.83,89.65,43.64,8.79,0.86,29.55,118.58
2025-07-21,Jaipur,56.06,87.9,27.72,10.67,1.24,9.92,150.7
2025-07-22,Jaipur,46.81,99.8,40.34,6.61,1.41,24.0,128.53
2025-07-23,Jaipur,41.06,84.39,29.41,9.44,1.62,30.22,114.16
2025-07-24,Jaipur,32.22,80.27,26.46,7.1,0.67,22.63,93.2
2025-07-25,Jaipur,47.78,81.65,30.36,10.06,1.88,19.81,130.96
2025-07-26,Jaipur,26.97,81.77,45.16,5.32,1.58,29.41,82.0
2025-07-27,Jaipur,12.75,91.73,34.6,8.0,1.06,18.66,51.61
2025-07-28,Jaipur,36.13,76.24,25.5,7.77,1.8,15.22,101.83
2025-07-29,Jaipur,20.14,107.93,28.79,7.64,1.28,23.7,67.39
2025-07-30,Jaipur,33.29,91.84,21.59,7.89,0.43,29.24,95.5
2025-07-31,Jaipur,36.58,93.78,32.18,10.45,1.32,25.03,102.95
2025-08-01,Jaipur,32.23,63.6,30.71,6.76,1.89,24.64,93.23
2025-08-02,Jaipur,29.61,74.31,29.12,8.6,1.43,22.79,87.63
2025-08-03,Jaipur,23.35,39.1,26.16,10.48,1.18,29.76,74.26
2025-08-04,Jaipur,39.93,109.95,38.85,11.95,0.84,22.4,111.32
2025-08-05,Jaipur,55.0,88.08,34.05,4.64,2.09,17.42,149.0
2025-08-06,Jaipur,16.44,75.52,9.77,5.54,2.34,20.1,59.48
2025-08-07,Jaipur,24.17,84.32,22.84,11.39,0.96,23.86,76.0
2025-08-08,Jaipur,26.08,133.86,33.09,8.36,1.2,18.83,80.08
2025-08-09,Jaipur,33.16,69.33,44.03,7.14,0.47,15.43,95.22
2025-08-10,Jaipur,53.5,80.15,29.58,12.31,1.01,26.44,145.25
2025-08-11,Jaipur,32.78,94.59,26.42,8.08,1.65,26.91,94.4
2025-08-12,Jaipur,37.65,72.27,41.93,10.57,1.16,18.64,105.63
2025-08-13,Jaipur,54.13,86.78,28.99,9.14,1.46,21.85,146.81
2025-08-14,Jaipur,56.65,110.13,34.73,12.92,1.32,26.42,151.32
2025-08-15,Jaipur,50.29,100.09,35.29,10.69,2.1,19.36,137.22
2025-08-16,Jaipur,39.09,79.03,26.79,2.83,1.87,16.15,109.22
2025-08-17,Jaipur,42.52,54.17,34.22,6.44,0.87,23.94,117.81
2025-08-18,Jaipur,31.1,69.99,30.3,11.2,0.99,16.09,90.81
2025-08-19,Jaipur,43.57,97.04,42.65,5.59,1.19,29.4,120.42
2025-08-20,Jaipur,65.0,70.0,23.85,9.94,1.09,17.69,160.1
2025-08-21,Jaipur,45.37,116.36,20.39,13.3,1.09,24.32,124.92
2025-08-22,Jaipur,58.58,87.97,26.57,10.95,1.25,25.49,153.34
2025-08-23,Jaipur,36.85,98.26,17.32,5.76,0.76,22.18,103.62
2025-08-24,Jaipur,20.69,66.87,19.47,13.24,0.92,14.87,68.56
2025-08-25,Jaipur,43.46,116.37,28.38,8.68,1.84,27.39,120.15
2025-08-26,Jaipur,45.44,70.86,32.98,4.72,1.07,30.89,125.11
2025-08-27,Jaipur,56.85,92.35,14.32,5.18,1.05,21.02,151.53
2025-08-28,Jaipur,25.68,78.11,43.85,10.0,1.41,16.53,79.22
2025-08-29,Jaipur,22.63,60.53,17.16,9.03,1.47,16.38,72.7
2025-08-30,Jaipur,42.16,111.95,45.05,11.11,1.25,26.8,116.89
2025-08-31,Jaipur,57.37,62.37,41.83,7.17,1.11,20.22,152.07
2025-09-01,Jaipur,44.19,60.33,27.13,10.38,1.41,24.43,121.98
2025-09-02,Jaipur,38.19,98.64,38.81,11.79,1.49,27.93,106.98
2025-09-03,Jaipur,50.75,136.08,39.25,8.53,0.96,20.97,138.37
2025-09-04,Jaipur,36.64,93.41,24.52,12.38,0.76,12.45,103.11
2025-09-05,Jaipur,38.52,65.43,19.2,6.89,1.02,22.26,107.81
2025-09-06,Jaipur,33.42,72.44,29.68,11.84,1.91,23.52,95.76
2025-09-07,Jaipur,44.74,81.08,34.27,9.97,1.85,11.03,123.34
2025-09-08,Jaipur,40.27,92.92,30.89,5.98,0.8,27.64,112.19
2025-09-09,Jaipur,31.35,47.58,36.35,10.18,1.27,16.77,91.35
2025-09-10,Jaipur,40.85,109.34,17.72,4.11,1.07,21.98,113.63
2025-09-11,Jaipur,34.39,95.24,37.8,9.64,1.54,23.71,97.83
2025-09-12,Jaipur,40.43,56.6,21.09,4.75,1.26,23.85,112.58
2025-09-13,Jaipur,23.06,84.12,22.43,5.59,1.07,15.71,73.64
2025-09-14,Jaipur,49.84,81.96,37.03,7.47,1.16,33.3,136.11
2025-09-15,Jaipur,23.37,111.4,43.96,11.1,1.19,30.96,74.3
2025-09-16,Jaipur,39.52,72.3,27.97,7.09,0.94,28.84,110.29
2025-09-17,Jaipur,32.47,83.68,18.48,8.89,0.86,15.19,93.75
2025-09-18,Jaipur,38.78,103.29,32.64,10.33,1.27,19.98,108.46
2025-09-19,Jaipur,50.77,72.61,36.86,12.51,0.98,17.97,138.44
2025-09-20,Jaipur,34.24,53.73,25.8,12.7,0.9,30.29,97.53
2025-09-21,Jaipur,36.17,126.11,24.45,8.37,0.96,18.33,101.93
2025-09-22,Jaipur,56.41,91.9,37.35,4.85,1.58,16.56,151.06
2025-09-23,Jaipur,22.17,84.57,29.98,8.96,1.61,27.22,71.73
2025-09-24,Jaipur,60.87,65.87,43.28,14.45,1.17,12.52,155.75
2025-09-25,Jaipur,25.93,76.13,46.78,8.85,1.07,18.18,79.77
2025-09-26,Jaipur,26.36,102.37,29.56,15.1,1.57,27.35,80.69
2025-09-27,Jaipur,38.68,62.43,23.34,4.69,1.68,19.72,108.2
2025-09-28,Jaipur,51.38,84.77,26.87,5.29,1.44,21.15,139.95
2025-07-01,Lucknow,52.03,69.26,34.66,13.72,1.43,27.58,141.57
2025-07-02,Lucknow,49.03,122.94,33.58,10.9,1.31,18.09,134.08
2025-07-03,Lucknow,25.32,107.17,20.95,11.04,1.49,28.31,78.47
2025-07-04,Lucknow,35.23,68.21,33.26,7.92,0.83,33.98,99.65
2025-07-05,Lucknow,32.32,64.77,28.7,12.56,0.45,29.51,93.42
2025-07-06,Lucknow,30.25,88.82,24.26,14.78,1.37,18.39,89.0
2025-07-07,Lucknow,40.82,89.8,33.56,10.12,1.32,14.24,113.56
2025-07-08,Lucknow,36.12,94.38,23.71,10.82,1.33,21.23,101.81
2025-07-09,Lucknow,58.0,63.0,26.07,12.5,2.05,36.27,152.74
2025-07-10,Lucknow,43.41,94.74,37.09,12.63,1.45,28.33,120.03
2025-07-11,Lucknow,47.22,94.83,23.04,7.81,1.11,15.79,129.54
2025-07-12,Lucknow,22.77,77.13,28.91,9.12,1.54,23.55,73.01
2025-07-13,Lucknow,38.75,66.08,37.13,8.49,1.15,21.36,108.37
2025-07-14,Lucknow,33.0,73.88,25.9,7.94,1.58,24.9,94.87
2025-07-15,Lucknow,60.37,108.69,45.94,10.48,1.54,19.71,155.23
2025-07-16,Lucknow,49.42,68.48,17.42,13.38,0.82,25.29,135.06
2025-07-17,Lucknow,29.96,105.33,39.65,10.39,1.82,23.2,88.37
2025-07-18,Lucknow,68.81,99.59,23.14,9.01,1.26,20.83,164.11
2025-07-19,Lucknow,20.03,89.68,17.98,1.22,1.18,17.95,67.15
2025-07-20,Lucknow,29.76,34.76,22.22,8.28,1.07,24.81,87.94
2025-07-21,Lucknow,57.86,93.88,38.02,12.13,0.91,24.82,152.59
2025-07-22,Lucknow,52.41,73.98,23.14,10.39,0.73,16.16,142.53
2025-07-23,Lucknow,33.31,92.78,31.67,11.9,0.95,16.51,95.53
2025-07-24,Lucknow,47.6,67.78,25.06,3.23,1.44,31.36,130.49
2025-07-25,Lucknow,30.06,105.74,30.32,3.5,0.96,16.7,88.58
2025-07-26,Lucknow,35.21,89.19,43.38,4.51,1.13,17.03,99.59
2025-07-27,Lucknow,25.8,85.3,29.74,3.36,1.33,14.95,79.5
2025-07-28,Lucknow,41.6,109.29,33.59,9.33,1.11,22.98,115.49
2025-07-29,Lucknow,48.67,93.8,29.42,9.45,0.79,18.22,133.18
2025-07-30,Lucknow,51.13,102.35,31.5,13.24,1.52,20.93,139.32
2025-07-31,Lucknow,27.04,112.83,35.93,14.19,2.19,14.72,82.14
2025-08-01,Lucknow,26.19,31.19,37.26,10.77,1.36,15.18,80.33
2025-08-02,Lucknow,40.46,87.79,36.4,9.62,1.59,21.75,112.64
2025-08-03,Lucknow,55.62,96.55,20.45,12.97,1.81,24.93,150.23
2025-08-04,Lucknow,45.87,118.52,17.64,12.52,1.13,29.12,126.17
2025-08-05,Lucknow,40.35,55.77,24.46,11.87,1.24,18.74,112.38
2025-08-06,Lucknow,33.62,96.48,43.96,2.38,2.44,23.62,96.2
2025-08-07,Lucknow,49.66,76.87,30.77,9.38,0.9,17.26,135.66
2025-08-08,Lucknow,55.08,60.08,33.0,7.69,0.94,34.07,149.21
2025-08-09,Lucknow,32.11,64.18,29.93,6.49,1.32,23.15,92.98
2025-08-10,Lucknow,44.68,82.14,24.89,10.73,1.28,19.5,123.21
2025-08-11,Lucknow,58.54,80.54,38.1,12.48,1.84,26.23,153.3
2025-08-12,Lucknow,43.9,85.97,29.74,2.3,1.61,23.95,121.24
2025-08-13,Lucknow,52.6,83.26,36.14,4.67,0.85,7.54,142.99
2025-08-14,Lucknow,39.2,67.77,22.6,9.8,1.15,13.8,109.5
2025-08-15,Lucknow,70.55,81.32,20.42,6.79,1.25,21.32,165.95
2025-08-16,Lucknow,56.31,81.42,44.47,7.5,1.49,29.06,150.96
2025-08-17,Lucknow,57.29,112.29,29.04,8.78,0.33,21.55,151.99
2025-08-18,Lucknow,55.86,103.68,30.27,13.9,1.17,17.99,150.48
2025-08-19,Lucknow,35.95,61.7,35.14,9.67,1.56,19.73,101.38
2025-08-20,Lucknow,40.47,45.47,32.89,9.1,0.88,22.11,112.67
2025-08-21,Lucknow,38.77,119.79,21.79,9.79,0.88,19.21,108.43
2025-08-22,Lucknow,46.49,82.04,31.15,9.8,1.12,27.53,127.71
2025-08-23,Lucknow,35.62,79.22,31.66,9.48,1.58,24.62,100.56
2025-08-24,Lucknow,47.44,77.87,21.57,4.52,0.65,32.95,130.11
2025-08-25,Lucknow,16.71,110.13,24.42,12.36,0.44,20.93,60.05
2025-08-26,Lucknow,56.45,95.19,26.15,2.97,0.79,30.75,151.11
2025-08-27,Lucknow,38.65,84.48,33.44,4.89,1.48,20.08,108.13
2025-08-28,Lucknow,46.19,74.09,18.4,7.52,1.58,24.89,126.97
2025-08-29,Lucknow,40.33,99.94,27.4,8.97,1.13,27.62,112.33
2025-08-30,Lucknow,43.32,70.76,17.24,12.11,1.02,22.63,119.8
2025-08-31,Lucknow,68.29,98.26,42.24,7.19,1.75,22.63,163.57
2025-09-01,Lucknow,47.18,126.16,28.68,8.86,0.96,27.64,129.45
2025-09-02,Lucknow,32.73,101.8,15.58,10.45,1.06,26.62,94.29
2025-09-03,Lucknow,41.05,73.07,27.03,6.25,1.66,16.2,114.13
2025-09-04,Lucknow,36.89,89.22,42.34,8.77,1.22,23.88,103.73
2025-09-05,Lucknow,16.1,59.55,27.08,6.66,0.68,27.46,58.75
2025-09-06,Lucknow,44.07,86.02,23.98,9.04,1.53,20.8,121.68
2025-09-07,Lucknow,45.84,66.91,30.43,12.23,1.81,30.12,126.11
2025-09-08,Lucknow,44.69,84.36,26.34,3.38,0.78,21.35,123.22
2025-09-09,Lucknow,40.32,112.46,40.71,6.74,1.65,19.26,112.31
2025-09-10,Lucknow,48.52,98.76,39.56,7.32,1.73,10.85,132.79
2025-09-11,Lucknow,54.97,80.76,28.66,2.69,1.16,30.09,148.93
2025-09-12,Lucknow,35.47,97.14,29.84,11.99,1.4,16.93,100.17
2025-09-13,Lucknow,41.0,114.47,33.23,8.45,2.22,29.4,114.01
2025-09-14,Lucknow,51.14,90.21,35.9,11.09,0.45,24.66,139.34
2025-09-15,Lucknow,37.6,71.36,27.09,4.13,0.6,29.68,105.49
2025-09-16,Lucknow,47.53,52.53,25.92,11.44,1.21,29.57,130.31
2025-09-17,Lucknow,53.26,58.26,28.05,7.46,0.76,13.74,144.64
2025-09-18,Lucknow,30.77,69.86,31.74,11.93,1.53,26.71,90.1
2025-09-19,Lucknow,39.53,97.76,29.75,7.48,2.08,8.41,110.32
2025-09-20,Lucknow,17.42,89.73,27.24,4.49,0.9,16.98,61.57
2025-09-21,Lucknow,50.84,106.56,42.47,4.03,0.77,13.73,138.6
2025-09-22,Lucknow,57.48,93.07,31.07,9.49,1.3,15.59,152.19
2025-09-23,Lucknow,46.69,79.06,19.89,10.52,1.15,23.68,128.23
2025-09-24,Lucknow,39.05,100.82,31.64,6.15,1.45,24.5,109.13
2025-09-25,Lucknow,48.01,105.47,25.83,10.8,0.63,21.59,131.53
2025-09-26,Lucknow,38.19,112.93,28.73,10.62,0.62,19.97,106.96
2025-09-27,Lucknow,31.42,133.71,24.91,9.02,1.37,13.07,91.5
2025-09-28,Lucknow,37.25,94.83,32.04,1.9,1.09,28.28,104.61
2025-07-01,Kanpur,49.24,109.56,23.15,12.64,1.3,32.4,134.6
2025-07-02,Kanpur,43.02,48.02,38.04,7.47,1.17,13.94,119.04
2025-07-03,Kanpur,59.94,72.26,42.01,7.51,0.95,30.72,154.78
2025-07-04,Kanpur,42.72,85.54,21.16,7.43,1.49,14.72,118.31
2025-07-05,Kanpur,34.57,74.95,30.18,13.24,1.2,18.72,98.22
2025-07-06,Kanpur,75.45,80.45,29.11,7.73,1.21,23.15,171.1
2025-07-07,Kanpur,51.63,91.1,38.51,11.93,1.4,24.86,140.57
2025-07-08,Kanpur,53.48,60.13,49.33,7.26,1.18,15.58,145.21
2025-07-09,Kanpur,27.3,103.5,48.23,7.1,1.46,23.79,82.69
2025-07-10,Kanpur,52.56,127.3,41.91,8.08,1.53,26.31,142.9
2025-07-11,Kanpur,40.61,61.43,23.61,12.24,1.82,21.03,113.02
2025-07-12,Kanpur,43.11,105.82,15.16,7.46,2.13,24.32,119.28
2025-07-13,Kanpur,25.96,83.75,36.96,1.16,1.39,20.61,79.82
2025-07-14,Kanpur,20.58,84.13,28.34,8.73,1.18,16.61,68.32
2025-07-15,Kanpur,24.3,70.77,37.53,9.5,1.29,16.27,76.28
2025-07-16,Kanpur,37.15,99.01,34.31,7.37,0.28,18.51,104.37
2025-07-17,Kanpur,35.91,66.02,26.61,11.25,1.31,28.45,101.27
2025-07-18,Kanpur,22.52,76.78,14.03,7.52,0.9,29.88,72.47
2025-07-19,Kanpur,48.37,106.76,27.58,5.74,0.9,24.24,132.42
2025-07-20,Kanpur,63.61,92.87,27.48,8.23,1.31,34.48,158.64
2025-07-21,Kanpur,55.71,88.52,30.7,9.7,1.52,19.91,150.33
2025-07-22,Kanpur,32.49,106.21,31.08,11.65,1.98,25.43,93.78
2025-07-23,Kanpur,44.28,146.16,31.01,5.53,1.21,32.34,122.2
2025-07-24,Kanpur,24.57,67.0,37.76,7.99,1.28,28.55,76.86
2025-07-25,Kanpur,33.96,56.08,19.67,10.55,1.42,18.2,96.93
2025-07-26,Kanpur,28.49,79.74,39.45,6.29,1.05,15.33,85.23
2025-07-27,Kanpur,37.12,90.82,46.99,9.45,1.3,27.76,104.29
2025-07-28,Kanpur,49.11,71.48,47.97,8.73,1.41,25.75,134.28
2025-07-29,Kanpur,46.31,115.44,25.84,11.15,1.39,28.34,127.27
2025-07-30,Kanpur,37.98,75.83,35.42,9.87,0.99,30.69,106.45
2025-07-31,Kanpur,48.7,80.51,25.43,9.89,1.58,12.9,133.25
2025-08-01,Kanpur,45.06,95.98,10.93,9.39,1.6,25.92,124.15
2025-08-02,Kanpur,51.68,78.25,22.2,3.4,1.76,26.72,140.69
2025-08-03,Kanpur,55.29,69.2,36.3,4.29,0.97,23.76,149.72
2025-08-04,Kanpur,49.54,117.9,28.55,6.2,0.95,18.21,135.36
2025-08-05,Kanpur,70.17,101.8,40.2,8.08,1.32,26.31,165.55
2025-08-06,Kanpur,37.28,80.66,25.87,7.46,1.34,18.05,104.71
2025-08-07,Kanpur,44.62,89.46,28.72,6.32,1.36,19.24,123.06
2025-08-08,Kanpur,41.85,105.81,20.09,15.32,1.29,24.85,116.12
2025-08-09,Kanpur,32.11,106.3,28.61,7.62,1.09,20.75,92.98
2025-08-10,Kanpur,45.67,86.45,29.37,6.67,1.01,19.55,125.68
2025-08-11,Kanpur,45.3,95.12,35.56,8.8,1.47,21.37,124.75
2025-08-12,Kanpur,20.63,79.86,27.28,5.68,1.09,23.38,68.45
2025-08-13,Kanpur,26.17,67.58,41.44,3.99,1.25,15.47,80.27
2025-08-14,Kanpur,32.17,79.72,22.08,10.52,1.86,27.25,93.09
2025-08-15,Kanpur,55.22,60.22,28.74,10.2,1.67,32.97,149.56
2025-08-16,Kanpur,54.83,102.53,51.26,9.09,1.2,23.8,148.57
2025-08-17,Kanpur,30.98,85.97,16.5,7.21,1.27,28.42,90.56
2025-08-18,Kanpur,56.13,66.58,47.72,9.25,1.42,12.58,150.77
2025-08-19,Kanpur,33.11,103.67,30.61,9.12,1.41,13.36,95.1
2025-08-20,Kanpur,40.57,112.45,38.8,8.42,1.95,14.73,112.92
2025-08-21,Kanpur,31.37,123.1,35.22,7.93,1.3,17.7,91.38
2025-08-22,Kanpur,44.12,87.11,29.88,5.32,1.43,19.14,121.8
2025-08-23,Kanpur,28.11,107.28,46.37,14.63,1.58,20.64,84.42
2025-08-24,Kanpur,38.47,89.26,25.32,12.76,0.51,20.55,107.67
2025-08-25,Kanpur,50.56,66.53,28.06,10.58,1.93,14.76,137.9
2025-08-26,Kanpur,23.87,63.49,16.94,4.4,0.93,29.66,75.37
2025-08-27,Kanpur,39.0,86.22,23.06,10.7,2.07,17.04,108.99
2025-08-28,Kanpur,60.45,88.94,28.92,10.0,1.48,33.42,155.32
2025-08-29,Kanpur,47.91,95.08,26.81,11.32,0.94,23.08,131.27
2025-08-30,Kanpur,75.51,80.51,31.56,9.61,1.23,20.81,171.17
2025-08-31,Kanpur,43.15,79.51,31.78,7.34,2.13,20.81,119.37
2025-09-01,Kanpur,47.61,69.62,36.92,11.0,1.49,16.31,130.52
2025-09-02,Kanpur,32.21,117.39,23.75,10.72,0.94,28.08,93.18
2025-09-03,Kanpur,33.49,65.09,24.56,7.14,1.48,22.48,95.92
2025-09-04,Kanpur,29.3,84.83,21.73,10.73,1.65,21.91,86.98
2025-09-05,Kanpur,44.33,118.41,28.34,5.97,1.55,15.15,122.32
2025-09-06,Kanpur,38.53,71.53,24.3,8.05,1.68,28.98,107.81
2025-09-07,Kanpur,54.25,92.84,28.89,1.73,1.47,8.51,147.13
2025-09-08,Kanpur,19.63,82.46,33.09,7.45,1.93,24.83,66.3
2025-09-09,Kanpur,37.44,110.5,42.19,10.34,1.01,18.88,105.1
2025-09-10,Kanpur,25.04,84.41,22.31,7.81,1.42,10.22,77.86
2025-09-11,Kanpur,27.75,75.73,30.48,7.32,1.21,17.98,83.65
2025-09-12,Kanpur,23.41,72.32,27.72,7.87,1.36,24.32,74.39
2025-09-13,Kanpur,49.65,71.52,17.83,12.61,1.47,16.27,135.63
2025-09-14,Kanpur,46.2,107.3,44.98,9.55,1.74,15.14,127.01
2025-09-15,Kanpur,41.99,78.82,33.94,13.63,1.42,16.32,116.47
2025-09-16,Kanpur,24.91,114.91,32.96,10.14,1.18,23.66,77.58
2025-09-17,Kanpur,32.48,95.43,22.32,7.72,1.06,2.62,93.76
2025-09-18,Kanpur,37.01,65.57,28.07,8.81,2.03,24.03,104.02
2025-09-19,Kanpur,46.67,95.48,37.79,10.16,1.43,26.59,128.17
2025-09-20,Kanpur,10.9,123.95,42.01,9.45,0.75,29.52,45.43
2025-09-21,Kanpur,34.41,96.3,20.51,15.48,0.74,22.38,97.89
2025-09-22,Kanpur,14.97,81.92,26.21,12.21,1.15,29.16,56.34
2025-09-23,Kanpur,28.73,77.82,27.78,10.29,1.47,26.83,85.75
2025-09-24,Kanpur,45.54,98.36,23.42,9.97,1.96,12.2,125.35
2025-09-25,Kanpur,45.56,95.17,40.57,10.98,1.36,25.08,125.39
2025-09-26,Kanpur,33.31,77.12,19.83,13.26,1.5,16.74,95.53
2025-09-27,Kanpur,44.59,106.97,37.85,6.02,0.1,24.61,122.97
2025-09-28,Kanpur,31.06,96.86,38.03,12.14,2.02,29.52,90.72
2025-07-01,Nagpur,60.97,109.76,41.14,8.68,0.8,37.92,155.86
2025-07-02,Nagpur,43.19,109.82,26.22,11.69,0.34,20.24,119.48
2025-07-03,Nagpur,42.0,95.47,39.65,5.52,1.58,29.98,116.51
2025-07-04,Nagpur,69.44,98.1,26.68,4.98,2.05,27.21,164.78
2025-07-05,Nagpur,39.92,49.9,21.78,10.69,1.46,11.12,111.3
2025-07-06,Nagpur,49.1,54.1,40.94,9.43,1.13,28.73,134.24
2025-07-07,Nagpur,46.78,111.9,31.37,9.22,1.21,24.14,128.45
2025-07-08,Nagpur,61.31,73.18,34.78,6.16,0.49,24.2,156.22
2025-07-09,Nagpur,44.93,80.45,17.37,9.71,1.43,17.31,123.82
2025-07-10,Nagpur,25.62,79.48,35.57,10.05,0.97,23.72,79.09
2025-07-11,Nagpur,51.05,59.25,30.11,12.82,0.81,29.68,139.13
2025-07-12,Nagpur,60.9,79.57,27.33,11.9,1.25,8.85,155.79
2025-07-13,Nagpur,39.03,91.89,35.45,6.16,1.21,28.37,109.07
2025-07-14,Nagpur,39.56,52.05,39.59,8.16,1.76,14.44,110.41
2025-07-15,Nagpur,39.65,93.83,29.38,5.25,0.37,32.11,110.61
2025-07-16,Nagpur,45.5,108.81,38.34,10.59,1.19,25.64,125.24
2025-07-17,Nagpur,59.25,86.39,45.55,4.3,0.68,28.4,154.05
2025-07-18,Nagpur,32.59,126.18,41.5,13.56,1.67,17.08,93.99
2025-07-19,Nagpur,21.78,114.3,18.41,13.55,1.59,22.3,70.9
2025-07-20,Nagpur,47.14,93.83,28.76,13.08,1.88,24.01,129.35
2025-07-21,Nagpur,33.88,109.63,13.67,10.13,1.62,17.67,96.76
2025-07-22,Nagpur,52.93,83.2,25.59,11.69,0.89,27.64,143.83
2025-07-23,Nagpur,16.13,87.69,29.46,7.18,1.48,22.1,58.82
2025-07-24,Nagpur,53.13,93.86,32.99,9.68,1.13,20.88,144.33
2025-07-25,Nagpur,43.06,78.79,38.24,9.08,1.47,14.36,119.15
2025-07-26,Nagpur,52.78,72.51,22.0,13.74,1.6,28.5,143.46
2025-07-27,Nagpur,47.32,82.75,28.25,11.14,1.77,22.21,129.81
