date,city,meantemp,humidity,wind_speed,meanpressure
2025-08-29,Kanpur,26.49,62.24,7.04,1.008
2025-08-30,Kanpur,22.53,62.54,8.27,1.029
2025-08-31,Kanpur,25.43,49.06,7.49,1.037
2025-09-01,Kanpur,26.96,58.2,8.86,1.003
2025-09-02,Kanpur,22.48,60.97,7.86,0.991
2025-09-03,Kanpur,22.86,63.13,6.86,1.014
2025-09-04,Kanpur,22.7,67.35,5.31,1.026
2025-09-05,Kanpur,21.67,56.51,8.51,1.027
2025-09-06,Kanpur,25.7,66.44,7.71,1.0
2025-09-07,Kanpur,24.06,55.79,5.12,1.014
2025-09-08,Kanpur,22.77,64.98,5.07,1.013
2025-09-09,Kanpur,24.01,71.5,8.32,1.022
2025-09-10,Kanpur,23.45,63.4,5.72,1.006
2025-09-11,Kanpur,24.41,58.71,5.25,0.996
2025-09-12,Kanpur,20.24,56.73,8.93,0.994
2025-09-13,Kanpur,22.16,73.81,6.4,1.013
2025-09-14,Kanpur,26.16,67.04,4.63,1.008
2025-09-15,Kanpur,21.62,77.74,4.49,1.0
2025-09-16,Kanpur,22.76,54.09,10.38,1.034
2025-09-17,Kanpur,23.87,55.14,3.2,1.008
2025-09-18,Kanpur,24.17,59.16,8.12,1.014
2025-09-19,Kanpur,25.44,61.17,5.47,1.017
2025-09-20,Kanpur,24.8,68.4,9.26,0.996
2025-09-21,Kanpur,21.9,58.53,5.56,1.018
2025-09-22,Kanpur,25.46,69.66,8.47,1.012
2025-09-23,Kanpur,27.15,65.88,7.81,1.025
2025-09-24,Kanpur,24.97,61.24,6.0,1.017
2025-09-25,Kanpur,27.2,62.76,10.29,0.99
2025-09-26,Kanpur,24.61,62.82,6.22,1.034
2025-09-27,Kanpur,24.59,60.62,7.73,0.99
2025-09-28,Kanpur,23.19,68.96,6.42,1.002
2025-07-01,Nagpur,32.42,72.7,8.98,1.005
2025-07-02,Nagpur,29.26,59.83,5.95,1.0
2025-07-03,Nagpur,28.43,58.45,4.82,1.012
2025-07-04,Nagpur,30.07,74.86,6.61,1.013
2025-07-05,Nagpur,30.16,63.13,9.43,1.018
2025-07-06,Nagpur,30.12,63.12,7.23,0.996
2025-07-07,Nagpur,27.78,60.92,5.69,1.014
2025-07-08,Nagpur,31.72,59.21,8.51,1.0
2025-07-09,Nagpur,28.65,60.51,9.15,1.003
2025-07-10,Nagpur,31.21,63.18,6.64,0.997
2025-07-11,Nagpur,29.63,70.03,8.49,1.032
2025-07-12,Nagpur,31.91,62.81,7.31,1.015
2025-07-13,Nagpur,27.31,71.65,8.67,1.013
2025-07-14,Nagpur,30.29,74.99,8.28,1.009
2025-07-15,Nagpur,31.87,70.46,7.3,1.01
2025-07-16,Nagpur,29.17,66.83,5.23,0.995
2025-07-17,Nagpur,26.94,58.87,6.66,1.016
2025-07-18,Nagpur,28.31,65.83,5.49,1.005
2025-07-19,Nagpur,29.76,68.23,6.49,1.012
2025-07-20,Nagpur,32.92,64.55,6.56,1.008
2025-07-21,Nagpur,28.64,63.75,7.88,0.996
2025-07-22,Nagpur,26.46,63.76,7.61,1.004
2025-07-23,Nagpur,27.97,65.02,9.72,1.009
2025-07-24,Nagpur,29.06,61.41,9.09,1.014
2025-07-25,Nagpur,29.93,68.94,9.12,1.009
2025-07-26,Nagpur,28.62,71.04,6.64,1.004
2025-07-27,Nagpur,28.43,67.15,6.29,1.009
2025-07-28,Nagpur,27.82,51.36,7.5,1.008
2025-07-29,Nagpur,27.63,73.15,5.51,1.002
2025-07-30,Nagpur,22.66,61.77,7.15,1.005
2025-07-31,Nagpur,30.04,69.82,8.1,1.006
2025-08-01,Nagpur,29.82,64.54,6.31,0.993
2025-08-02,Nagpur,26.82,69.18,12.5,1.011
2025-08-03,Nagpur,26.12,57.55,9.05,0.992
2025-08-04,Nagpur,28.69,69.56,8.82,1.008
2025-08-05,Nagpur,28.66,65.68,6.39,1.029
2025-08-06,Nagpur,26.77,69.31,3.11,1.023
2025-08-07,Nagpur,30.36,64.84,9.06,1.016
2025-08-08,Nagpur,26.08,67.94,6.33,1.004
2025-08-09,Nagpur,29.56,70.5,6.53,1.003
2025-08-10,Nagpur,25.96,69.05,5.94,1.014
2025-08-11,Nagpur,28.7,64.13,9.96,1.007
2025-08-12,Nagpur,26.72,58.79,9.98,1.002
2025-08-13,Nagpur,27.8,64.23,5.84,1.004
2025-08-14,Nagpur,29.81,65.87,5.92,1.013
2025-08-15,Nagpur,26.71,85.38,8.51,1.006
2025-08-16,Nagpur,29.79,53.61,8.13,1.03
2025-08-17,Nagpur,26.67,54.26,7.15,1.025
2025-08-18,Nagpur,27.6,59.62,6.57,1.004
2025-08-19,Nagpur,27.53,72.69,10.05,1.015
2025-08-20,Nagpur,24.1,56.69,9.01,0.997
2025-08-21,Nagpur,26.26,66.48,5.67,1.0
2025-08-22,Nagpur,26.48,67.68,10.07,1.016
2025-08-23,Nagpur,26.78,60.18,5.8,1.005
2025-08-24,Nagpur,27.41,66.68,3.74,1.002
2025-08-25,Nagpur,28.95,65.13,5.11,1.034
2025-08-26,Nagpur,26.45,66.96,8.74,1.006
2025-08-27,Nagpur,25.01,77.39,9.95,1.018
2025-08-28,Nagpur,27.58,58.64,10.5,1.002
2025-08-29,Nagpur,26.96,54.82,3.86,1.013
2025-08-30,Nagpur,24.74,52.72,9.02,1.031
2025-08-31,Nagpur,29.1,63.11,7.96,1.019
2025-09-01,Nagpur,28.53,62.6,8.01,1.013
2025-09-02,Nagpur,27.36,63.86,7.7,1.024
2025-09-03,Nagpur,28.64,67.52,11.38,1.006
2025-09-04,Nagpur,29.43,67.91,14.48,0.998
2025-09-05,Nagpur,24.78,67.17,8.74,1.03
2025-09-06,Nagpur,24.79,70.09,10.27,1.017
2025-09-07,Nagpur,24.18,73.1,10.4,1.016
2025-09-08,Nagpur,26.48,66.01,7.79,1.016
2025-09-09,Nagpur,26.11,59.57,5.85,1.002
2025-09-10,Nagpur,26.47,64.49,8.37,1.015
2025-09-11,Nagpur,24.75,73.45,7.41,1.006
2025-09-12,Nagpur,26.94,53.64,6.36,1.02
2025-09-13,Nagpur,22.48,71.36,10.96,1.006
2025-09-14,Nagpur,26.52,71.37,7.01,1.019
2025-09-15,Nagpur,24.57,61.79,6.34,1.013
2025-09-16,Nagpur,28.22,63.55,5.4,0.999
2025-09-17,Nagpur,26.67,75.72,8.73,1.006
2025-09-18,Nagpur,27.4,63.22,7.19,1.0
2025-09-19,Nagpur,28.67,49.42,9.54,1.005
2025-09-20,Nagpur,25.02,74.81,6.51,1.003
2025-09-21,Nagpur,25.57,67.14,7.06,0.994
2025-09-22,Nagpur,24.08,72.34,8.09,1.015
2025-09-23,Nagpur,25.28,60.7,11.3,1.008
2025-09-24,Nagpur,24.91,71.23,6.5,1.004
2025-09-25,Nagpur,25.81,64.66,8.46,1.031
2025-09-26,Nagpur,26.46,50.39,8.6,1.01
2025-09-27,Nagpur,25.87,66.13,7.89,1.009
2025-09-28,Nagpur,27.0,61.4,6.05,1.04
2025-07-01,Indore,28.06,64.78,4.87,1.011
2025-07-02,Indore,27.56,61.53,9.95,1.015
2025-07-03,Indore,30.49,53.56,11.54,0.998
2025-07-04,Indore,32.34,70.31,9.02,1.001
2025-07-05,Indore,29.52,61.36,7.92,1.008
2025-07-06,Indore,25.07,70.91,7.7,1.005
2025-07-07,Indore,27.96,66.33,6.08,0.987
2025-07-08,Indore,29.82,67.3,7.46,0.999
2025-07-09,Indore,29.12,55.4,5.81,1.002
2025-07-10,Indore,30.56,62.01,6.97,1.03
2025-07-11,Indore,29.51,66.22,7.12,1.004
2025-07-12,Indore,24.36,70.0,8.76,1.008
2025-07-13,Indore,28.39,68.6,4.75,1.004
2025-07-14,Indore,26.33,74.81,9.62,0.988
2025-07-15,Indore,25.51,63.39,6.92,0.997
2025-07-16,Indore,32.36,66.06,8.81,1.003
2025-07-17,Indore,29.85,61.9,7.3,1.016
2025-07-18,Indore,25.08,73.77,8.23,1.023
2025-07-19,Indore,26.12,58.65,5.54,1.013
2025-07-20,Indore,28.34,61.4,5.84,0.997
2025-07-21,Indore,28.04,61.39,6.49,1.025
2025-07-22,Indore,27.91,71.8,6.8,1.012
2025-07-23,Indore,27.9,54.0,10.72,1.009
2025-07-24,Indore,29.44,59.67,7.53,1.001
2025-07-25,Indore,30.35,66.05,8.6,1.024
2025-07-26,Indore,30.13,68.78,5.02,1.003
2025-07-27,Indore,25.75,68.55,8.21,0.996
2025-07-28,Indore,27.32,55.22,7.76,0.993
2025-07-29,Indore,28.69,66.45,11.68,1.018
2025-07-30,Indore,26.73,69.09,5.07,1.0
2025-07-31,Indore,28.18,51.23,7.79,1.0
2025-08-01,Indore,27.65,57.72,8.71,1.01
2025-08-02,Indore,30.19,64.22,6.33,1.008
2025-08-03,Indore,24.64,66.62,9.04,1.035
2025-08-04,Indore,26.03,62.58,6.71,1.012
2025-08-05,Indore,27.98,63.86,10.04,1.004
2025-08-06,Indore,29.13,67.42,7.84,1.007
2025-08-07,Indore,31.96,59.28,8.46,1.002
2025-08-08,Indore,30.62,69.51,6.51,1.015
2025-08-09,Indore,27.51,61.08,9.38,1.014
2025-08-10,Indore,27.37,63.93,8.73,1.012
2025-08-11,Indore,27.01,60.34,11.25,0.999
2025-08-12,Indore,27.69,62.26,11.38,1.001
2025-08-13,Indore,25.31,58.37,8.51,0.996
2025-08-14,Indore,25.78,51.27,8.34,1.005
2025-08-15,Indore,23.71,70.7,5.25,1.018
2025-08-16,Indore,25.23,73.79,9.36,1.0
2025-08-17,Indore,24.75,67.82,7.34,1.008
2025-08-18,Indore,29.08,59.69,8.05,1.02
2025-08-19,Indore,28.11,63.23,7.29,0.993
2025-08-20,Indore,24.33,66.09,7.59,1.011
2025-08-21,Indore,28.48,57.06,7.39,1.012
2025-08-22,Indore,24.95,72.77,9.68,1.013
2025-08-23,Indore,29.9,55.19,7.85,1.014
2025-08-24,Indore,24.44,65.99,5.65,1.017
2025-08-25,Indore,28.35,65.82,4.16,1.0
2025-08-26,Indore,27.32,64.31,2.48,1.022
2025-08-27,Indore,26.42,59.27,9.85,1.003
2025-08-28,Indore,24.74,66.33,11.43,1.026
2025-08-29,Indore,26.79,66.96,9.45,0.997
2025-08-30,Indore,27.33,59.78,8.5,1.008
2025-08-31,Indore,27.01,64.89,1.72,1.012
2025-09-01,Indore,27.25,66.86,7.66,1.026
2025-09-02,Indore,26.56,66.81,9.95,1.014
2025-09-03,Indore,24.11,49.55,6.91,1.018
2025-09-04,Indore,25.17,68.99,8.16,1.023
2025-09-05,Indore,25.25,66.99,8.88,1.025
2025-09-06,Indore,22.4,61.43,9.56,1.025
2025-09-07,Indore,26.27,62.43,9.38,1.019
2025-09-08,Indore,25.04,66.17,10.23,1.029
2025-09-09,Indore,27.22,64.45,7.76,1.016
2025-09-10,Indore,25.48,65.32,5.75,1.023
2025-09-11,Indore,23.4,61.59,8.06,1.03
2025-09-12,Indore,24.82,60.19,6.76,1.027
2025-09-13,Indore,20.02,58.17,13.33,1.016
2025-09-14,Indore,23.41,63.93,8.0,1.018
2025-09-15,Indore,29.28,66.52,6.78,1.018
2025-09-16,Indore,24.19,57.98,4.34,0.994
2025-09-17,Indore,23.77,57.12,8.49,0.998
2025-09-18,Indore,19.26,57.92,6.92,1.004
2025-09-19,Indore,28.58,60.5,9.63,1.01
2025-09-20,Indore,25.44,59.17,7.75,1.002
2025-09-21,Indore,25.85,62.77,5.97,1.02
2025-09-22,Indore,26.36,61.5,8.16,1.009
2025-09-23,Indore,23.76,64.61,6.62,1.001
2025-09-24,Indore,22.24,62.03,9.0,1.003
2025-09-25,Indore,30.52,69.5,10.47,1.018
2025-09-26,Indore,29.18,59.46,2.74,1.006
2025-09-27,Indore,26.58,65.09,8.41,1.023
2025-09-28,Indore,26.22,68.98,5.98,0.999
2025-07-01,Bhopal,32.61,64.63,6.59,1.004
2025-07-02,Bhopal,28.02,59.77,5.27,0.995
2025-07-03,Bhopal,28.85,60.46,10.05,1.013
2025-07-04,Bhopal,29.71,59.56,7.59,1.014
2025-07-05,Bhopal,30.54,63.46,10.0,1.01
2025-07-06,Bhopal,30.62,61.08,4.21,1.013
2025-07-07,Bhopal,30.42,67.47,8.68,1.007
2025-07-08,Bhopal,27.29,67.33,8.69,1.004
2025-07-09,Bhopal,31.05,58.72,6.67,1.026
2025-07-10,Bhopal,30.5,61.87,8.41,1.012
2025-07-11,Bhopal,23.21,58.58,7.74,1.006
2025-07-12,Bhopal,29.12,70.8,7.19,0.999
2025-07-13,Bhopal,29.21,62.06,7.52,1.007
2025-07-14,Bhopal,32.98,50.58,7.06,1.01
2025-07-15,Bhopal,26.86,69.42,9.46,1.01
2025-07-16,Bhopal,27.82,63.35,7.63,1.009
2025-07-17,Bhopal,27.92,65.54,9.34,0.998
2025-07-18,Bhopal,26.13,53.53,9.57,1.013
2025-07-19,Bhopal,29.17,55.45,11.41,1.004
2025-07-20,Bhopal,28.43,69.15,5.86,1.005
2025-07-21,Bhopal,28.39,81.17,8.44,1.026
2025-07-22,Bhopal,30.38,66.23,5.86,1.021
2025-07-23,Bhopal,24.9,73.63,8.24,0.983
2025-07-24,Bhopal,27.16,67.95,7.36,1.017
2025-07-25,Bhopal,26.07,56.19,7.69,1.01
2025-07-26,Bhopal,27.01,71.39,6.14,1.013
2025-07-27,Bhopal,27.78,54.68,5.2,1.01
2025-07-28,Bhopal,31.55,67.5,4.39,0.979
2025-07-29,Bhopal,28.99,63.44,10.12,1.001
2025-07-30,Bhopal,28.16,69.1,6.94,1.006
2025-07-31,Bhopal,27.45,67.28,7.81,1.02
2025-08-01,Bhopal,26.42,56.05,11.79,1.004
2025-08-02,Bhopal,26.15,63.63,7.97,1.006
2025-08-03,Bhopal,27.19,63.78,8.19,0.986
2025-08-04,Bhopal,30.93,63.14,9.0,0.996
2025-08-05,Bhopal,26.17,59.99,10.78,1.004
2025-08-06,Bhopal,28.57,60.12,6.93,1.008
2025-08-07,Bhopal,29.56,52.68,5.21,0.991
2025-08-08,Bhopal,24.77,59.15,4.61,1.003
2025-08-09,Bhopal,22.86,57.91,10.24,1.014
2025-08-10,Bhopal,27.21,58.01,4.76,0.999
2025-08-11,Bhopal,26.69,69.23,9.64,1.016
2025-08-12,Bhopal,25.25,64.17,7.19,1.008
2025-08-13,Bhopal,30.75,53.45,7.37,1.022
2025-08-14,Bhopal,23.69,60.16,6.78,1.008
2025-08-15,Bhopal,23.38,67.59,9.17,1.015
2025-08-16,Bhopal,24.78,64.54,6.04,1.007
2025-08-17,Bhopal,30.78,64.6,5.46,1.012
2025-08-18,Bhopal,23.73,56.83,5.75,1.006
2025-08-19,Bhopal,28.26,67.49,8.88,0.999
2025-08-20,Bhopal,25.25,65.65,6.58,1.007
2025-08-21,Bhopal,27.18,61.93,8.29,1.026
2025-08-22,Bhopal,25.9,71.1,8.96,0.995
2025-08-23,Bhopal,24.0,59.02,6.13,1.009
2025-08-24,Bhopal,27.39,71.55,8.45,1.006
2025-08-25,Bhopal,21.96,64.45,7.89,1.012
2025-08-26,Bhopal,30.29,71.47,9.41,1.0
2025-08-27,Bhopal,25.02,63.45,6.29,1.015
2025-08-28,Bhopal,26.72,57.49,10.23,1.011
2025-08-29,Bhopal,22.51,63.71,8.4,1.02
2025-08-30,Bhopal,25.26,68.99,8.21,0.997
2025-08-31,Bhopal,23.07,70.76,10.23,1.013
2025-09-01,Bhopal,28.85,70.36,9.2,1.001
2025-09-02,Bhopal,29.29,67.24,7.07,1.003
2025-09-03,Bhopal,26.31,54.0,9.24,1.0
2025-09-04,Bhopal,26.51,60.89,7.31,1.002
2025-09-05,Bhopal,25.41,75.36,10.61,1.014
2025-09-06,Bhopal,25.66,69.09,10.1,1.002
2025-09-07,Bhopal,25.52,53.09,10.08,1.031
2025-09-08,Bhopal,25.81,51.27,9.05,1.001
2025-09-09,Bhopal,24.3,67.78,8.35,1.005
2025-09-10,Bhopal,24.3,64.78,7.02,0.999
2025-09-11,Bhopal,24.91,66.06,7.48,0.996
2025-09-12,Bhopal,27.53,47.59,6.94,1.004
2025-09-13,Bhopal,25.83,67.39,10.09,1.003
2025-09-14,Bhopal,26.69,65.2,4.41,1.029
2025-09-15,Bhopal,22.62,66.54,8.62,1.013
2025-09-16,Bhopal,24.49,68.99,4.72,1.009
2025-09-17,Bhopal,24.33,59.96,8.69,1.021
2025-09-18,Bhopal,24.76,68.71,7.94,1.001
2025-09-19,Bhopal,24.91,62.23,6.44,1.014
2025-09-20,Bhopal,25.89,54.48,4.53,1.014
2025-09-21,Bhopal,23.77,65.83,9.4,0.997
2025-09-22,Bhopal,22.57,74.07,8.54,1.006
2025-09-23,Bhopal,23.52,60.96,5.46,1.019
2025-09-24,Bhopal,23.82,70.58,7.04,1.0
2025-09-25,Bhopal,24.51,48.28,7.6,1.008
2025-09-26,Bhopal,27.01,52.7,10.16,1.018
2025-09-27,Bhopal,27.86,63.71,9.86,0.995
2025-09-28,Bhopal,26.78,59.4,4.53,0.999
2025-07-01,Visakhapatnam,29.58,59.36,8.64,0.992
2025-07-02,Visakhapatnam,25.25,72.54,9.69,1.0
2025-07-03,Visakhapatnam,29.43,70.42,8.72,1.011
2025-07-04,Visakhapatnam,31.56,59.92,7.95,1.01
2025-07-05,Visakhapatnam,28.75,61.97,8.03,1.01
2025-07-06,Visakhapatnam,27.13,69.12,5.93,1.008
2025-07-07,Visakhapatnam,28.57,66.45,3.65,1.019
2025-07-08,Visakhapatnam,27.74,71.63,6.93,1.01
2025-07-09,Visakhapatnam,32.85,62.64,10.36,1.01
2025-07-10,Visakhapatnam,29.79,64.73,9.58,1.003
2025-07-11,Visakhapatnam,26.92,60.47,8.08,1.008
2025-07-12,Visakhapatnam,30.24,72.13,5.93,1.003
2025-07-13,Visakhapatnam,25.88,76.49,8.49,1.015
2025-07-14,Visakhapatnam,26.0,64.3,8.9,1.007
2025-07-15,Visakhapatnam,30.77,78.18,5.99,1.0
2025-07-16,Visakhapatnam,26.79,73.94,9.97,1.009
2025-07-17,Visakhapatnam,28.56,59.41,9.66,1.006
2025-07-18,Visakhapatnam,27.9,67.96,7.51,1.008
2025-07-19,Visakhapatnam,28.37,69.08,11.18,1.016
2025-07-20,Visakhapatnam,29.89,63.11,6.47,1.017
2025-07-21,Visakhapatnam,28.56,55.77,7.23,1.009
2025-07-22,Visakhapatnam,27.13,73.2,8.84,1.024
2025-07-23,Visakhapatnam,28.62,64.79,6.01,1.01
2025-07-24,Visakhapatnam,28.05,56.1,6.81,1.007
2025-07-25,Visakhapatnam,28.79,67.07,6.72,1.015
2025-07-26,Visakhapatnam,27.54,47.09,6.91,1.021
2025-07-27,Visakhapatnam,24.47,64.98,11.05,1.002
2025-07-28,Visakhapatnam,27.78,56.48,11.14,1.009
2025-07-29,Visakhapatnam,27.81,72.43,9.21,1.001
2025-07-30,Visakhapatnam,26.36,67.28,6.64,0.989
2025-07-31,Visakhapatnam,27.49,55.42,11.12,1.012
2025-08-01,Visakhapatnam,25.72,60.11,4.11,0.999
2025-08-02,Visakhapatnam,29.51,77.7,9.34,1.009
2025-08-03,Visakhapatnam,26.55,58.57,12.0,1.008
2025-08-04,Visakhapatnam,31.59,72.67,4.4,1.003
2025-08-05,Visakhapatnam,25.96,63.83,7.76,1.04
2025-08-06,Visakhapatnam,25.09,65.68,9.12,1.01
2025-08-07,Visakhapatnam,27.41,58.04,8.1,1.015
2025-08-08,Visakhapatnam,27.79,67.73,10.71,1.019
2025-08-09,Visakhapatnam,27.22,57.28,6.68,1.008
2025-08-10,Visakhapatnam,27.53,61.44,6.01,0.998
2025-08-11,Visakhapatnam,23.67,62.9,4.95,1.0
2025-08-12,Visakhapatnam,26.13,56.29,8.64,1.017
2025-08-13,Visakhapatnam,25.77,61.68,8.96,1.003
2025-08-14,Visakhapatnam,25.25,71.49,9.65,1.016
2025-08-15,Visakhapatnam,28.62,52.44,10.59,1.014
2025-08-16,Visakhapatnam,28.74,66.63,7.98,1.007
2025-08-17,Visakhapatnam,27.4,62.44,9.62,0.994
2025-08-18,Visakhapatnam,25.54,76.57,6.63,1.008
2025-08-19,Visakhapatnam,24.81,66.32,6.41,1.008
2025-08-20,Visakhapatnam,28.22,60.11,9.46,1.018
2025-08-21,Visakhapatnam,28.59,65.15,14.37,1.021
2025-08-22,Visakhapatnam,27.09,59.05,7.69,1.024
2025-08-23,Visakhapatnam,29.81,73.18,9.45,0.997
2025-08-24,Visakhapatnam,27.33,56.86,4.91,1.012
2025-08-25,Visakhapatnam,27.36,69.73,8.88,1.015
2025-08-26,Visakhapatnam,24.3,63.68,4.87,0.99
2025-08-27,Visakhapatnam,27.71,59.79,9.63,1.021
2025-08-28,Visakhapatnam,24.96,67.85,6.56,0.992
2025-08-29,Visakhapatnam,26.4,61.48,7.0,1.03
2025-08-30,Visakhapatnam,23.07,66.6,5.89,1.019
2025-08-31,Visakhapatnam,26.68,66.58,5.99,1.002
2025-09-01,Visakhapatnam,27.91,74.93,8.84,1.001
2025-09-02,Visakhapatnam,26.7,78.87,8.09,1.025
2025-09-03,Visakhapatnam,24.5,64.05,9.12,1.014
2025-09-04,Visakhapatnam,24.42,59.45,9.86,1.022
2025-09-05,Visakhapatnam,28.95,75.13,8.15,1.007
2025-09-06,Visakhapatnam,28.6,68.58,5.92,1.0
2025-09-07,Visakhapatnam,26.85,63.24,7.83,1.021
2025-09-08,Visakhapatnam,27.36,72.29,4.02,1.013
2025-09-09,Visakhapatnam,27.2,55.15,6.57,1.002
2025-09-10,Visakhapatnam,25.83,74.07,11.93,1.002
2025-09-11,Visakhapatnam,26.82,67.66,8.66,1.014
2025-09-12,Visakhapatnam,26.35,74.43,10.09,0.999
2025-09-13,Visakhapatnam,27.31,69.66,8.51,1.021
2025-09-14,Visakhapatnam,26.08,65.51,8.13,0.99
2025-09-15,Visakhapatnam,25.52,60.3,5.51,1.024
2025-09-16,Visakhapatnam,26.67,64.13,6.75,1.013
2025-09-17,Visakhapatnam,27.63,59.34,7.87,1.019
2025-09-18,Visakhapatnam,21.76,63.96,7.03,1.009
2025-09-19,Visakhapatnam,24.62,65.13,11.73,1.007
2025-09-20,Visakhapatnam,26.19,76.27,6.78,1.028
2025-09-21,Visakhapatnam,25.6,75.0,9.38,1.013
2025-09-22,Visakhapatnam,25.45,60.56,8.04,1.019
2025-09-23,Visakhapatnam,25.55,62.41,7.38,1.02
2025-09-24,Visakhapatnam,28.01,60.3,6.55,1.014
2025-09-25,Visakhapatnam,28.61,71.18,5.38,1.007
2025-09-26,Visakhapatnam,23.69,62.7,11.09,0.996
2025-09-27,Visakhapatnam,22.31,59.33,8.46,1.016
2025-09-28,Visakhapatnam,26.42,71.36,4.36,1.022
2025-07-01,Patna,28.29,67.71,5.07,1.01
2025-07-02,Patna,29.32,70.26,4.55,1.01
2025-07-03,Patna,26.61,66.35,9.27,1.023
2025-07-04,Patna,27.64,68.89,10.44,0.994
2025-07-05,Patna,29.87,69.07,7.2,0.998
2025-07-06,Patna,30.46,56.12,7.36,1.01
2025-07-07,Patna,29.93,59.56,6.35,1.011
2025-07-08,Patna,30.45,77.05,4.71,1.013
2025-07-09,Patna,26.19,69.43,5.84,1.003
2025-07-10,Patna,27.12,62.86,8.37,1.015
2025-07-11,Patna,28.22,55.34,9.18,1.009
2025-07-12,Patna,30.49,59.08,4.52,1.01
2025-07-13,Patna,30.69,64.29,7.32,1.001
2025-07-14,Patna,31.54,57.14,6.27,1.016
2025-07-15,Patna,24.25,70.97,8.97,1.019
2025-07-16,Patna,29.01,62.36,5.59,1.009
2025-07-17,Patna,25.88,66.24,9.33,1.025
2025-07-18,Patna,28.5,68.87,7.13,1.005
2025-07-19,Patna,28.64,61.0,8.26,0.999
2025-07-20,Patna,25.87,67.13,9.49,1.0
2025-07-21,Patna,28.9,60.13,7.75,1.024
2025-07-22,Patna,29.11,68.1,11.54,1.003
2025-07-23,Patna,25.46,58.99,7.21,0.986
2025-07-24,Patna,26.96,60.05,9.29,1.014
2025-07-25,Patna,26.11,66.86,9.17,1.002
2025-07-26,Patna,26.26,49.97,5.54,1.003
2025-07-27,Patna,27.33,57.65,6.69,0.998
2025-07-28,Patna,27.46,65.88,8.53,1.01
2025-07-29,Patna,23.98,59.6,6.91,1.006
2025-07-30,Patna,27.15,71.88,9.34,1.0
2025-07-31,Patna,28.29,67.16,6.11,1.018
2025-08-01,Patna,26.56,54.86,8.63,1.012
2025-08-02,Patna,26.36,63.1,6.28,1.016
2025-08-03,Patna,26.67,64.32,8.43,0.998
2025-08-04,Patna,24.91,50.06,8.85,0.998
2025-08-05,Patna,26.91,65.55,8.93,0.998
2025-08-06,Patna,26.46,73.34,11.15,1.02
2025-08-07,Patna,27.21,57.29,9.16,1.008
2025-08-08,Patna,27.6,59.52,7.37,1.012
2025-08-09,Patna,26.91,66.28,6.56,0.997
2025-08-10,Patna,29.62,78.26,8.62,0.997
2025-08-11,Patna,24.77,66.38,10.4,0.998
2025-08-12,Patna,26.01,64.5,9.45,1.007
2025-08-13,Patna,23.08,67.05,9.97,1.009
2025-08-14,Patna,26.97,60.47,6.03,1.02
2025-08-15,Patna,26.88,66.26,10.72,0.999
2025-08-16,Patna,24.95,64.27,6.59,1.018
2025-08-17,Patna,25.64,57.37,7.85,1.012
2025-08-18,Patna,27.83,65.68,8.64,1.013
2025-08-19,Patna,25.54,59.02,8.3,1.007
2025-08-20,Patna,29.25,71.37,8.99,1.014
2025-08-21,Patna,25.65,55.76,7.29,1.011
2025-08-22,Patna,26.24,66.14,9.56,1.003
2025-08-23,Patna,24.37,72.03,9.26,1.006
2025-08-24,Patna,25.48,62.71,7.78,1.015
2025-08-25,Patna,30.73,64.46,9.05,0.993
2025-08-26,Patna,24.65,70.69,8.52,0.966
2025-08-27,Patna,26.92,74.83,3.73,1.025
2025-08-28,Patna,19.99,68.95,7.7,0.987
2025-08-29,Patna,26.39,70.23,8.45,1.016
2025-08-30,Patna,24.64,52.15,9.1,1.027
2025-08-31,Patna,27.69,51.39,4.69,1.002
2025-09-01,Patna,22.21,63.59,8.51,0.996
2025-09-02,Patna,26.92,66.93,6.62,1.008
2025-09-03,Patna,21.43,61.33,7.74,1.012
2025-09-04,Patna,26.06,64.79,7.19,1.013
2025-09-05,Patna,27.27,62.75,8.36,1.008
2025-09-06,Patna,23.95,66.46,6.61,1.014
2025-09-07,Patna,25.27,61.5,7.06,1.005
2025-09-08,Patna,21.89,65.62,8.18,1.018
2025-09-09,Patna,24.1,74.69,6.96,1.001
2025-09-10,Patna,23.15,52.92,10.79,1.024
2025-09-11,Patna,26.31,57.95,11.34,1.006
2025-09-12,Patna,24.55,71.95,9.04,1.032
2025-09-13,Patna,25.56,60.94,6.5,0.992
2025-09-14,Patna,24.49,70.19,8.92,1.01
2025-09-15,Patna,23.04,64.68,9.75,1.014
2025-09-16,Patna,25.34,58.54,9.45,0.979
2025-09-17,Patna,25.76,78.74,4.7,1.008
2025-09-18,Patna,24.96,60.55,9.79,1.015
2025-09-19,Patna,25.27,68.11,7.75,1.042
2025-09-20,Patna,25.25,64.49,4.3,1.005
2025-09-21,Patna,27.23,55.31,3.41,1.01
2025-09-22,Patna,27.67,63.58,7.05,0.991
2025-09-23,Patna,25.82,67.29,4.16,1.021
2025-09-24,Patna,26.44,70.12,8.89,1.017
2025-09-25,Patna,25.94,68.53,4.08,0.995
2025-09-26,Patna,23.42,62.54,8.5,1.013
2025-09-27,Patna,27.12,70.21,5.98,1.012
2025-09-28,Patna,23.19,62.19,8.36,0.976
2025-07-01,Ludhiana,32.68,65.13,6.26,1.029
2025-07-02,Ludhiana,27.09,62.53,6.48,1.027
2025-07-03,Ludhiana,27.51,62.63,9.86,1.016
